Algorithm,Dataset,trial,Training time,Training MSE,Test MSE,R2
BSR.csv,Concrete,1,2446.6700541973114,43.47288383063156,53.730105798937174,0.847866797401151
BSR.csv,Concrete,1,2446.6700541973114,43.47288383063156,53.730105798937174,0.847866797401151
"
"
